"Date","RegionID","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2018-02-28,25218,"Huntington Beach","CA","Los Angeles-Long Beach-Anaheim","Orange",125,795500,0.00429238732483272,0.0175236633410079,0.0449231577564692,0.063618776102369,0.0153941738084944,"2018-02","2018-Q1",795500,0,"2018-02"
2018-02-28,30141,"Akron","OH","Akron","Summit",126,68700,0.0043859649122807,0.0102941176470588,0.0853080568720379,0.023389750243022,-0.0154809608357114,"2005-11","2005-Q4",82700,-0.169286577992745,"1999-09"
2018-02-28,47426,"Rockford","IL","Rockford","Winnebago",127,85200,0.00590318772136954,0.0277442702050663,0.0663329161451815,0.0162566717032906,-0.0266309341881079,"2007-08","2007-Q3",112900,-0.245349867139061,"2002-05"
2018-02-28,54288,"Salinas","CA","Salinas","Monterey",128,442100,0.00500113662195954,0.0132936053174421,0.0478786442284902,0.125674459436895,-0.0125669905758293,"2006-05","2006-Q2",612400,-0.278086218158067,"2004-07"
2018-02-28,14724,"Worcester","MA","Worcester","Worcester",129,227200,0.0017636684303351,0.0133809099018733,0.0737240075614367,0.0632475992774288,0.00656927659872042,"2006-01","2006-Q1",241100,-0.0576524263790958,"2005-01"
2018-02-28,25981,"Moreno Valley","CA","Riverside","Riverside",130,311200,0.00940642231592605,0.0193252538486734,0.0888733379986004,0.122019249842998,-0.00237860952636237,"2006-08","2006-Q3",388600,-0.199176531137416,"2005-04"
2018-02-28,52998,"Little Rock","AR","Little Rock","Pulaski",131,134600,0.00597907324364723,0.00748502994011976,0.0189250567751703,0.00994840123458474,0.00449239092926801,"2018-02","2018-Q1",134600,0,"2018-02"
2018-02-28,33501,"Port Saint Lucie","FL","Port St. Lucie","Saint Lucie",132,208500,0.00870827285921625,0.0106640814348037,0.0775193798449612,0.133966577633027,0.0155994581077317,"2006-03","2006-Q1",247900,-0.158935054457443,"2005-04"
2018-02-28,51167,"Brownsville","TX","Brownsville","Cameron",133,89500,0.00223964165733483,0.0504694835680751,0.11875,0.0396115826971328,0.0378958779341991,"2018-02","2018-Q1",89500,0,"2018-02"
2018-02-28,26637,"Providence","RI","Providence","Providence",134,197000,0.00922131147540984,0.0445387062566278,0.163614884819846,0.0848575278072359,-0.00707696647065237,"2006-05","2006-Q2",233200,-0.155231560891938,"2004-09"
2018-02-28,16753,"Amarillo","TX","Amarillo","Potter",135,119600,0.00588730025231287,0.0170068027210884,0.0328151986183074,0.0335670245781787,0.0103479706613996,"2018-02","2018-Q1",119600,0,"2018-02"
2018-02-28,5534,"Lancaster","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",136,274200,0.00623853211009174,0.027736131934033,0.152585119798235,0.126576265144225,-0.000726483367778918,"2006-09","2006-Q3",335900,-0.183685620720453,"2005-04"
2018-02-28,4764,"Fort Collins","CO","Fort Collins","Larimer",137,371300,0.00270051309748852,0.0172602739726027,0.0675675675675676,0.0964542925366343,0.0518351819938385,"2018-02","2018-Q1",371300,0,"2018-02"
2018-02-28,40897,"Shreveport","LA","Shreveport","Caddo",138,102000,0.00196463654223969,0.00393700787401575,0.0230692076228686,0.0204079890069793,0.00258540637581883,"2017-06","2017-Q2",102300,-0.00293255131964809,"2017-06"
2018-02-28,31471,"Evansville","IN","Evansville","Vanderburgh",139,108100,-0.000924214417744917,-0.0100732600732601,0.0121722846441948,0.0159025282559708,0.00721636003205894,"2015-12","2015-Q4",109500,-0.0127853881278539,"2015-11"
2018-02-28,34937,"Yonkers","NY","New York","Westchester",140,453000,0.00577264653641208,0.00711427301022677,0.0633802816901408,0.0451209676679289,-0.00552377237511226,"2007-06","2007-Q2",487800,-0.0713407134071341,"2005-05"
2018-02-28,18518,"Hayward","CA","San Francisco","Alameda",141,661800,0.00730593607305936,0.0402389185790632,0.1479618386817,0.160657591745808,0.031974515418679,"2018-02","2018-Q1",661800,0,"2018-02"
2018-02-28,31606,"Fort Lauderdale","FL","Miami-Fort Lauderdale","Broward",142,298000,0.00675675675675676,0.0101694915254237,0.0620099786172488,0.0977953643024205,0.00817462057219487,"2006-02","2006-Q1",358300,-0.168294725090706,"2005-03"
2018-02-28,37837,"Chattanooga","TN","Chattanooga","Hamilton",143,142500,0.00352112676056338,0.00564573041637262,0.0886172650878533,0.04934758735974,0.0202618117836553,"2018-02","2018-Q1",142500,0,"2018-02"
2018-02-28,17539,"Columbus","GA","Columbus","Muscogee",144,87400,-0.00568828213879408,-0.0190796857463524,0.0174621653084983,-0.00362164338639848,,"2010-08","2010-Q3",105900,-0.174693106704438,
2018-02-28,10215,"Aurora","IL","Chicago","Kane",145,175200,0.00343642611683849,0.00921658986175115,0.0554216867469879,0.0618223975046122,-0.0102941664026275,"2007-05","2007-Q2",200000,-0.124,"2004-06"
2018-02-28,13108,"Ontario","CA","Riverside","San Bernardino",146,412100,0.00807240704500978,0.0238509316770186,0.087335092348285,0.105747757316534,0.0138617084929784,"2006-06","2006-Q2",432300,-0.0467268100855887,"2006-01"
2018-02-28,31821,"Grand Prairie","TX","Dallas-Fort Worth","Dallas",147,191100,0.00526038926880589,0.01974386339381,0.107184241019699,0.100851255605789,0.0394380230964322,"2018-02","2018-Q1",191100,0,"2018-02"
2018-02-28,40492,"Rancho Cucamonga","CA","Riverside","San Bernardino",148,496300,0.00812512695510867,0.0249896736885584,0.0772737139136097,0.0828186716364538,0.0167117145042666,"2006-06","2006-Q2",518000,-0.0418918918918919,"2006-01"
2018-02-28,40202,"Overland Park","KS","Kansas City","Johnson",149,267900,-0.00149086843086098,0.00790067720090293,0.0323699421965318,0.0494074008305563,0.0196624163639936,"2018-01","2018-Q1",268300,-0.00149086843086098,"2018-01"
2018-02-28,26140,"Newport News","VA","Virginia Beach","Newport News City",150,170700,0.00234879624192601,0.00470865214832254,-0.00524475524475524,0.0107668751139132,-0.0145271631217739,"2007-10","2007-Q4",199700,-0.14521782674011,"2005-11"
2018-02-28,24832,"Garden Grove","CA","Los Angeles-Long Beach-Anaheim","Orange",151,590200,0.00630861040068201,0.021814404432133,0.0618927671824397,0.0874545443701369,0.0140579965015342,"2006-07","2006-Q3",620200,-0.0483714930667527,"2006-01"
2018-02-28,5424,"Killeen","TX","Killeen","Bell",152,106600,-0.000937207122774133,0.0104265402843602,0.028957528957529,0.0114526272800686,-0.0019489266109165,"2006-11","2006-Q4",116100,-0.0818260120585702,"2005-08"
2018-02-28,6792,"Roanoke","VA","Roanoke","Roanoke City",153,144500,-0.00413507925568573,-0.00755494505494505,0.014747191011236,0.0158095179940707,-0.000345363834984735,"2007-10","2007-Q4",146300,-0.0123034859876965,"2007-06"
2018-02-28,7087,"Sioux Falls","SD","Sioux Falls","Minnehaha",154,177800,-0.00559284116331096,0.0200803212851406,0.108478802992519,0.0581942361462067,0.0238974582227796,"2018-01","2018-Q1",178800,-0.00559284116331096,"2018-01"
2018-02-28,47958,"Tempe","AZ","Phoenix","Maricopa",155,269400,0.00223214285714286,0.00484893696381947,0.053578412201799,0.0875163777175851,0.0103253808873576,"2006-04","2006-Q2",273700,-0.0157106320789185,"2006-02"
2018-02-28,48215,"Vancouver","WA","Portland","Clark",156,299000,0.00369251426653239,0.0204778156996587,0.093235831809872,0.107073104868126,0.0267176296650899,"2018-02","2018-Q1",299000,0,"2018-02"
2018-02-28,12014,"Huntsville","AL","Huntsville","Madison",157,144300,0.0119214586255259,0.0358937544867193,0.0441389290882779,,,"2018-02","2018-Q1",144300,0,"2018-02"
2018-02-28,38333,"El Cajon","CA","San Diego","San Diego",158,507700,0.00854191497814859,0.025863810870883,0.09583423267861,0.0759404315116581,0.0216781840003377,"2018-02","2018-Q1",507700,0,"2018-02"
2018-02-28,40227,"Palmdale","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",159,301100,0.00601403274306716,0.0255449591280654,0.13323296951449,0.133383735086894,,"2018-02","2018-Q1",301100,0,"2018-02"
2018-02-28,41256,"Topeka","KS","Topeka","Shawnee",160,100000,0.00300902708124373,0.0235414534288639,0.0298661174047374,0.00988660153125953,,"2008-08","2008-Q3",117100,-0.14602903501281,
2018-02-28,17950,"Elk Grove","CA","Sacramento","Sacramento",161,421800,0.00860832137733142,0.0188405797101449,0.102745098039216,0.109838455895796,0.0193311827751974,"2006-01","2006-Q1",468000,-0.0987179487179487,"2005-03"
2018-02-28,47250,"Pueblo","CO","Pueblo","Pueblo",162,150000,0.0101010101010101,0.0204081632653061,0.0989010989010989,0.0737364804197729,0.0217169279056362,"2018-02","2018-Q1",150000,0,"2018-02"
2018-02-28,11529,"Fredericksburg","VA","Washington","Spotsylvania",163,261700,0,0.0178918708673668,0.0347963621984974,0.0448024977840082,-0.000038203664191383,"2006-04","2006-Q2",315100,-0.169470009520787,"2005-02"
2018-02-28,30742,"Cape Coral","FL","Fort Myers","Lee",164,221300,0.00453926463912846,0.0114259597806216,0.0264378478664193,0.0981044126564132,0.0146212364631473,"2006-04","2006-Q2",279100,-0.207094231458259,"2005-04"
2018-02-28,7221,"Springfield","MA","Springfield","Hampden",165,151500,0.0053085600530856,0.0154155495978552,0.0813704496788009,0.0477225164220476,0.00301985441828889,"2018-02","2018-Q1",151500,0,"2018-02"
2018-02-28,19892,"Pembroke Pines","FL","Miami-Fort Lauderdale","Broward",166,295400,0.00991452991452992,0.0186206896551724,0.0852314474650992,0.121365263340056,0.0123416571382493,"2006-07","2006-Q3",325100,-0.0913565056905568,"2005-09"
2018-02-28,19523,"Murfreesboro","TN","Nashville","Rutherford",167,229100,0.00880669308674593,0.0333784393324312,0.119198827552516,0.0886860427053597,0.0420869345387451,"2018-02","2018-Q1",229100,0,"2018-02"
2018-02-28,10843,"Clarksville","TN","Clarksville","Montgomery",168,151100,0.00332005312084993,0.0202565833896016,0.0633356790992259,0.0229408050438049,0.0223792631071036,"2018-02","2018-Q1",151100,0,"2018-02"
2018-02-28,39931,"Naperville","IL","Chicago","Du Page",169,381200,0.00131337010769635,0.00660153155532083,0.00289397526966588,0.0278994951814029,-0.000965472482206797,"2007-03","2007-Q1",396200,-0.0378596668349319,"2005-12"
2018-02-28,40298,"Peoria","AZ","Phoenix","Maricopa",170,263400,0.00342857142857143,0.0134667179684494,0.0737871993477375,0.0817746567418258,0.00636779512003049,"2006-03","2006-Q1",298400,-0.117292225201072,"2005-07"
2018-02-28,4655,"Fairfax","VA","Washington","Fairfax",171,522500,0.000191424196018377,0.00558121632024634,-0.00305285250906316,0.0274202750340984,0.0129976585715392,"2005-12","2005-Q4",540700,-0.0336600702792676,"2005-07"
2018-02-28,54311,"Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",172,542300,0.00407331975560081,0.017257550178203,0.0852511506904143,0.0956266124802248,0.0167503156463549,"2006-06","2006-Q2",547900,-0.0102208432195656,"2006-04"
2018-02-28,20008,"Pomona","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",173,415000,0.00679281901989326,0.0229233423712103,0.105487480021311,0.111613587588852,0.0135055070610435,"2006-09","2006-Q3",417700,-0.00646396935599713,"2006-07"
2018-02-28,39191,"Kansas City","KS","Kansas City","Wyandotte",174,87300,0.00114678899082569,0.0174825174825175,0.126451612903226,0.0870994594729602,-0.00215074150794481,"2007-08","2007-Q3",92400,-0.0551948051948052,"2007-02"
2018-02-28,30559,"Boynton Beach","FL","Miami-Fort Lauderdale","Palm Beach",175,245000,0.00657354149548069,0.0182876142975894,0.0675381263616558,0.111988819651764,0.0121167828175555,"2006-04","2006-Q2",308300,-0.205319493999351,"2005-02"
2018-02-28,7353,"Syracuse","NY","Syracuse","Onondaga",176,84400,0.00476190476190476,0.00476190476190476,0.0119904076738609,0.011525475489949,0.010804866370296,"2018-02","2018-Q1",84400,0,"2018-02"
2018-02-28,20317,"Salem","OR","Salem","Marion",177,260100,0.0108822386319471,0.0404,0.145814977973568,0.115187267111671,0.0246423752220295,"2018-02","2018-Q1",260100,0,"2018-02"
2018-02-28,32060,"Hollywood","FL","Miami-Fort Lauderdale","Broward",178,258600,0.0074016361511492,0.0189125295508274,0.10230179028133,0.131548437735225,0.00803963901869165,"2006-05","2006-Q2",289200,-0.105809128630705,"2005-08"
2018-02-28,19873,"Paterson","NJ","New York","Passaic",179,225300,0.0189959294436906,0.0602352941176471,0.153609831029186,0.0480227214956637,-0.0318774989867865,"2007-01","2007-Q1",336300,-0.330062444246209,"2004-07"
2018-02-28,5519,"Lakewood","CO","Denver","Jefferson",180,391300,0.0105888429752066,0.0310935441370224,0.0985401459854015,0.113004580736753,0.0568032645332719,"2018-02","2018-Q1",391300,0,"2018-02"
2018-02-28,31184,"Dayton","OH","Dayton","Montgomery",181,58200,0.0069204152249135,0.0174825174825175,0.0543478260869565,0.0267638309783989,-0.0195449789492114,"2005-11","2005-Q4",72500,-0.197241379310345,"1998-12"
2018-02-28,28065,"Yuma","AZ","Yuma","Yuma",182,146900,0.00204638472032742,0.00892857142857143,0.0403682719546742,0.0412813978892201,-0.0174072283362943,"2006-08","2006-Q3",195600,-0.248977505112474,"2005-05"
2018-02-28,54626,"Sunnyvale","CA","San Jose","Santa Clara",183,1893300,0.0220794644785144,0.0785575937108351,0.283071293033342,0.166230953520376,0.0891383524576284,"2018-02","2018-Q1",1893300,0,"2018-02"
2018-02-28,21114,"Visalia","CA","Visalia","Tulare",184,227400,0.0115658362989324,0.02710027100271,0.0875179340028694,0.0888155889527205,0.00450728806577483,"2006-04","2006-Q2",277900,-0.181720043181,"2005-04"
2018-02-28,6286,"Odessa","TX","Odessa","Ector",185,141800,0.0312727272727273,0.0574198359433259,0.0882578664620107,,,"2014-03","2014-Q1",142300,-0.00351370344342937,"2014-03"
2018-02-28,25514,"Las Cruces","NM","Las Cruces","Dona Ana",186,149300,0.00471063257065949,0.021203830369357,0.0741007194244604,0.0158653429211157,-0.0122591487314614,"2009-06","2009-Q2",172100,-0.132481115630447,"2006-05"
2018-02-28,19865,"Pasadena","TX","Houston","Harris",187,140000,0.003584229390681,0.033210332103321,0.146601146601147,0.107302825173425,0.0315684891886845,"2018-02","2018-Q1",140000,0,"2018-02"
2018-02-28,3806,"Bridgeport","CT","Stamford","Fairfield",188,173200,0.00932400932400932,0.0218289085545723,0.0671595810227973,0.0484696768956487,-0.0273285505766672,"2006-11","2006-Q4",238500,-0.273794549266247,"2004-04"
2018-02-28,38438,"Eugene","OR","Eugene","Lane",189,284500,0.0049452490286118,0.0160714285714286,0.0788775123246113,0.0721701511592656,0.0150597769457104,"2018-02","2018-Q1",284500,0,"2018-02"
2018-02-28,11337,"Escondido","CA","San Diego","San Diego",190,487500,0.0105721393034826,0.0293496621621622,0.0749724366041896,0.0796645845254487,0.022460363203088,"2006-05","2006-Q2",490400,-0.00591353996737357,"2006-01"
2018-02-28,19360,"Midland","TX","Midland","Midland",191,201500,0.00498753117206983,0.0110386352232815,0.0769641902725815,0.0502402814685741,0.0374569497163779,"2018-02","2018-Q1",201500,0,"2018-02"
2018-02-28,6183,"Newark","DE","Philadelphia","New Castle",192,293900,0.0176592797783934,0.113257575757576,0.303325942350333,0.0859538016986776,0.0236676704168091,"2018-02","2018-Q1",293900,0,"2018-02"
2018-02-28,26857,"Round Rock","TX","Austin","Williamson",193,254000,-0.000393545848091303,0.00594059405940594,0.0478547854785479,0.0746672145246072,0.0301635555838151,"2018-01","2018-Q1",254100,-0.000393545848091303,"2018-01"
2018-02-28,5052,"Hampton","VA","Virginia Beach","Hampton City",194,158500,-0.00126023944549464,-0.00314465408805032,0.00826972010178117,0.00854271928155792,-0.0110346616546447,"2010-02","2010-Q1",180200,-0.120421753607103,"2005-12"
2018-02-28,47019,"Pasadena","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",195,803300,0.00626330953275711,0.0254020934388563,0.0917368850231041,0.0804796766522904,0.0244197876200571,"2018-02","2018-Q1",803300,0,"2018-02"
2018-02-28,54722,"Torrance","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",196,824800,0.00426153658833557,0.0162641695416461,0.081279496591505,0.0694081877927382,0.025355813823406,"2018-02","2018-Q1",824800,0,"2018-02"
2018-02-28,4174,"Columbia","SC","Columbia","Richland",197,131700,0.00228310502283105,0.00842266462480858,0.0313234142521535,0.0258892235610177,-0.00113187388268909,"2007-05","2007-Q2",136400,-0.0344574780058651,"2006-02"
2018-02-28,12694,"Mesquite","TX","Dallas-Fort Worth","Dallas",198,167600,0.00419412822049131,0.0182260024301337,0.0904359141184125,0.120946298078735,0.036949356402574,"2018-02","2018-Q1",167600,0,"2018-02"
2018-02-28,24812,"Fullerton","CA","Los Angeles-Long Beach-Anaheim","Orange",199,639500,0.00661104989768613,0.0222186700767263,0.0706512640214298,0.0760889193401586,0.0106180930494477,"2006-06","2006-Q2",643000,-0.00544323483670296,"2006-04"
2018-02-28,21159,"Warren","MI","Detroit","Macomb",200,126100,0.00158856235107228,0.0088,0.0768573868488471,0.129808669702149,0.00864461158308227,"2005-07","2005-Q3",144700,-0.128541810642709,"2000-07"
2018-02-28,32783,"McKinney","TX","Dallas-Fort Worth","Collin",201,305900,-0.000653381247958184,0.00196528005240747,0.0562845303867403,0.098087112227712,0.0468089145423571,"2018-01","2018-Q1",306100,-0.000653381247958184,"2018-01"
2018-02-28,48443,"West Valley City","UT","Salt Lake City","Salt Lake",202,221100,0.00774840474020055,0.0346279831539541,0.123475609756098,0.106833097757105,0.0052119211560353,"2018-02","2018-Q1",221100,0,"2018-02"
2018-02-28,13480,"Renton","WA","Seattle","King",203,468800,0.00925726587728741,0.028972783143108,0.130455751145406,0.111610872136237,0.0259637882292445,"2018-02","2018-Q1",468800,0,"2018-02"
2018-02-28,51260,"Canton","OH","Canton","Stark",204,93100,-0.0189673340358272,-0.0411946446961895,-0.00107296137339056,0.0362927138762015,-0.00347714242349806,"2006-08","2006-Q3",103800,-0.103082851637765,"2003-05"
2018-02-28,5914,"Metairie","LA","New Orleans","Jefferson",205,228100,-0.00305944055944056,-0.0151122625215889,-0.00566695727986051,0.0492055260696898,0.0250525646896103,"2017-05","2017-Q2",232400,-0.0185025817555938,"2017-01"
2018-02-28,47570,"Santa Maria","CA","Santa Maria-Santa Barbara","Santa Barbara",206,375700,0.0091324200913242,0.0189856251695145,0.0497345627270187,0.104854556279774,0.00190971191596834,"2006-01","2006-Q1",457900,-0.17951517798646,"2004-09"
2018-02-28,45888,"Inglewood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",207,523500,0.00983796296296296,0.0405485986881336,0.157929661579297,0.121931333842429,0.0124004594376268,"2018-02","2018-Q1",523500,0,"2018-02"
2018-02-28,33252,"Orange","CA","Los Angeles-Long Beach-Anaheim","Orange",208,680600,0.00502067336089781,0.0229971441454983,0.0509573810994441,0.0806563337962756,0.0130563506598325,"2006-07","2006-Q3",685800,-0.00758238553514144,"2006-04"
2018-02-28,6155,"New Haven","CT","New Haven","New Haven",209,164300,0.00550795593635251,0.0230386052303861,0.032683846637335,0.00964607464453171,-0.0247060934984549,"2007-04","2007-Q2",222300,-0.260908681961314,"2004-06"
